title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Metal Gear Survive,PS4,Action,Konami Digital Entertainment,Konami Digital Entertainment,,0.23,0.08,0.05,0.06,0.03,2018-02-20,2018-02-25
Silent Hill: Book of Memories,PSV,Action,Konami Digital Entertainment,Way Forward Technologies,,0.23,0.11,0,0.06,0.05,2012-10-16,2018-10-29
Family Fest presents: Movie Games,Wii,Action,Ubisoft,Phoenix Games,,0.23,0.21,,0.01,0.02,2008-11-04,
Musou Orochi Z,PS3,Action,KOEI,Omega Force,,0.23,,0.23,,,2009-03-12,
World Series of Poker 2008: Battle for the Bracelets,PS2,Action,Activision,Unknown,,0.23,0.11,,0.09,0.03,2007-09-25,
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,Fighting,Namco Bandai Games,CyberConnect2,,0.23,0.14,,0.06,0.02,2014-10-01,2018-08-01
Street Fighter EX2 Plus,PS,Fighting,Capcom,Arika,,0.23,0.13,,0.09,0.02,1999-12-30,
Gundam Battle Assault,PS,Fighting,Bandai,Bandai,,0.23,0.13,,0.09,0.02,2000-11-06,
Virtua Fighter Kids,SAT,Fighting,Sega,Sega-AM2,6.6,0.23,,0.23,,,1996-07-31,
Pocket Fighter,PS,Fighting,Capcom,Capcom,,0.23,0.06,0.12,0.04,0.01,1998-01-01,
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,Fighting,Tomy Corporation,Yuke's Media Creations,,0.23,,0.21,,0.01,1998-03-26,
The King of Fighters '95 (CD),NG,Fighting,SNK,SNK Corporation,,0.23,,0.23,,,1995-01-01,
Mortal Kombat: Armageddon,Wii,Fighting,Midway Games,JGI Entertainment,6.8,0.23,0.19,,0.02,0.02,2007-05-29,
Naruto: Ninja Council 2 - European Edition,DS,Fighting,Tomy Corporation,Tomy Corporation,,0.23,,0.23,0,,2008-10-03,
Barbie and the Three Musketeers,Wii,Adventure,Activision,Activision,,0.23,0.21,,0,0.02,2009-11-03,
Jewels of the Tropical Lost Island,DS,Puzzle,City Interactive,TBA,,0.23,0.11,,0.1,0.02,2010-10-05,
Meteos,DS,Puzzle,Nintendo,Q Entertainment,8.8,0.23,0.15,0.06,0.01,0.01,2005-06-28,
Tetris Attack,GB,Puzzle,Nintendo,Intelligent Systems,,0.23,,0.23,,,1996-08-01,
Jet X20,PS2,Racing,Sony Computer Entertainment,Killer Game,,0.23,0.11,,0.09,0.03,2002-10-28,
Cars 2,3DS,Racing,Disney Interactive Studios,Firebrand Games,,0.23,0.21,,,0.02,2011-11-01,
The Italian Job,PS2,Racing,Eidos Interactive,Climax Group,,0.23,0.11,,0.09,0.03,2003-06-25,
Hot Wheels: Beat That!,DS,Racing,Activision,Eutechnyx,,0.23,0.21,,0,0.02,2007-11-06,
Need for Speed: Undercover,DS,Racing,Electronic Arts,Firebrand Games,,0.23,0.18,,0.03,0.02,2008-11-17,
F1 2014,X360,Racing,Codemasters,Codemasters Birmingham,6.5,0.23,0.08,0,0.13,0.02,2014-10-21,
The Crew,X360,Racing,Ubisoft,Ubisoft Reflections,,0.23,0.06,,0.15,0.02,2014-12-02,2018-01-04
NASCAR Thunder 2004,XB,Racing,EA Sports,EA Tiburon,,0.23,0.18,,0.05,0.01,2003-09-16,
Test Drive: Eve of Destruction,PS2,Racing,Atari,Monster Games Inc.,,0.23,0.11,,0.09,0.03,2004-08-25,
Starsky & Hutch,XB,Racing,Gotham Games,Minds-EyeÂ Productions,6,0.23,0.17,,0.05,0.01,2003-09-09,
SingStar Celebration,PS4,Music,Sony Interactive Entertainment,SIE London Studio,,0.23,0.04,,0.15,0.03,2017-10-24,2018-04-07
Anno 2205,PC,Strategy,Ubisoft,Blue Byte,,0.23,0.04,,0.17,0.02,2015-11-03,2018-05-30
Super Robot Taisen F Kanketsuhen,PS,Strategy,Banpresto,Banpresto,,0.23,,0.21,,0.01,1999-04-15,
Yu-Gi-Oh! GX: Tag Force 3,PSP,Strategy,Konami,Konami,,0.23,,0.18,0.03,0.01,2008-11-28,
Justice League Heroes,PSP,Role-Playing,Warner Bros. Interactive,Snowblind Studios,,0.23,0.2,,0.01,0.02,2006-11-22,
Valhalla Knights 2,PSP,Role-Playing,Xseed Games,K2 LLC,5,0.23,0.09,0.12,0,0.01,2008-10-01,
Alundra,PS,Role-Playing,Working Designs,Matrix Software,8.8,0.23,0.13,,0.09,0.01,1997-12-31,
Lunar Knights,DS,Role-Playing,Konami,Kojima Productions,8.2,0.23,0.17,0.04,0.01,0.01,2007-02-06,
Ys Seven,PSP,Role-Playing,Xseed Games,Nihon Falcom Corporation,7.6,0.23,0.14,0.08,,0.02,2010-08-17,
NASCAR 08,PS3,Racing,EA Sports,EA Tiburon,,0.23,0.15,,0.05,0.03,2007-07-23,
TrackMania: Build to Race,Wii,Racing,City Interactive,Firebrand Games,7,0.23,0.09,,0.11,0.02,2011-03-15,
Angry Birds,PC,Puzzle,Unknown,Rovio Mobile,,0.23,,,0.19,0.05,2011-01-04,
Angry Birds: Star Wars,PS4,Puzzle,Activision,Exient Entertainment,,0.23,0.11,,0.09,0.04,2013-11-15,2018-03-16
Me & My Katamari,PSP,Puzzle,Namco,Namco,7.2,0.23,0.13,0.08,0.01,,2006-03-21,
Tetris 2 (weekly jp sales),GB,Puzzle,Nintendo,Nintendo,,0.23,,0.23,,0,1993-01-01,
Neopets Puzzle Adventure,Wii,Puzzle,Capcom,Infinite Interactive,,0.23,0.19,,0.02,0.02,2008-12-18,
The Witch and the Hundred Knight,PS3,Role-Playing,NIS America,Nippon Ichi Software,,0.22,0.08,0.1,0.02,0.02,2014-03-25,2018-07-04
The Legend of Heroes: Trails of Cold Steel II,PS3,Role-Playing,Xseed Games,Nihon Falcom Corporation,,0.22,0.05,0.11,0.04,0.02,2016-09-06,2018-10-29
Dragon Quest Builders: Revive Alefgard,NS,Role-Playing,Square Enix,Square Enix,8,0.22,0.07,0.07,0.07,0.01,2018-02-09,2018-02-04
Tales of Graces,Wii,Role-Playing,Namco Bandai,Namco Tales Studio,,0.22,,0.22,,,2009-12-10,
ATV Quad Kings,Wii,Racing,Zoo Digital Publishing,Zoo Games,,0.22,0.2,,,0.01,2009-08-04,
Sword Art Online: Infinity Moment,PSP,Role-Playing,Namco Bandai Games,Aquria,,0.22,,0.22,,,2013-03-14,2018-10-29
Micro Machines: World Series,PS4,Racing,Codemasters,Codemasters,,0.22,0.03,,0.16,0.03,2017-06-30,2018-05-30
F1 2016,XOne,Racing,Codemasters,Codemasters,8.8,0.22,0.09,,0.12,0.02,2016-08-19,2018-05-14
MotoGP 09/10,PS3,Racing,Capcom,Monumental Games,7,0.22,0.05,,0.13,0.04,2010-03-23,
Kingdom Come: Deliverance,XOne,Role-Playing,Deep Silver,Warhorse Studios,,0.22,0.14,,0.06,0.02,2018-02-13,2018-01-10
Sports Car GT,PS,Racing,Electronic Arts,Point of View,,0.22,0.12,,0.08,0.01,1999-04-23,
MotoGP 08,PS2,Racing,Capcom,MileStone Inc.,,0.22,0.01,,0,0.21,2008-10-28,
Wreckless: ThE YaKuza MisSiOns,PS2,Racing,Activision,Stealth Studios,,0.22,0.11,,0.08,0.03,2002-11-13,
The Legend of Heroes: Trails in the Sky FC,PSP,Role-Playing,Xseed Games,Nihon Falcom Corporation,,0.22,0.1,0.06,0.03,0.03,2011-03-29,2018-10-29
TNA iMPACT!,PS2,Fighting,Midway Games,Midway Studios Los Angeles,6.1,0.22,0.1,,0,0.12,2008-09-09,
FaceBreaker K.O. Party,Wii,Fighting,Electronic Arts,EA Freestyle,6.7,0.22,0.19,,0.01,0.02,2008-11-11,
Capcom vs. SNK,DC,Fighting,Capcom,Capcom,8.8,0.22,,0.22,,,2000-11-09,
The Amazing Spider-Man 2 (2014),XOne,Action-Adventure,Activision,Beenox,,0.22,0.12,,0.08,0.02,2014-04-29,2018-03-19
Hitman 2,XOne,Action-Adventure,Warner Bros. Interactive Entertainment,IO Interactive,,0.22,0.14,,0.06,0.02,2018-11-13,2018-11-22
Judgment,PS4,Action-Adventure,Sega,Sega,,0.22,,0.22,,,2019-06-25,2019-04-05
Super Adventure Island,SNES,Platform,Hudson Soft,Produce!,,0.22,,0.22,,0,1992-04-01,
Mega Man Zero 3,GBA,Platform,Capcom,Inti Creates,,0.22,0.16,,0.06,0,2004-10-05,
Naruto: Ninja Council,GBA,Platform,D3 Publisher,Aspect,,0.22,0.16,,0.06,0,2006-03-07,
NFL 2K3,GC,Sports,Sega,Visual Concepts,9,0.22,0.17,,0.04,0.01,2002-08-21,
Saltwater Sportfishing,PS,Sports,Take-Two Interactive,Coresoft,,0.22,0.12,,0.08,0.01,2001-11-28,
NBA 06,PSP,Sports,Sony Computer Entertainment,SCE San Diego Studio,7.2,0.22,0.2,,,0.02,2005-10-04,2018-12-04
Jikkyou Powerful Major League,PS2,Sports,Konami,PawaPuro Production,,0.22,,0.22,,,2006-05-11,
UFC Personal Trainer: The Ultimate Fitness System,PS3,Sports,THQ,THQ,4.5,0.22,0.1,,0.08,0.03,2011-06-28,
Petz Monkeyz House,DS,Simulation,Ubisoft,Ubisoft,5.5,0.22,0.2,,0,0.02,2008-11-18,
Discovery Kids: Dolphin Discovery,DS,Simulation,505 Games,Starfish,,0.22,0.2,,0,0.01,2009-03-24,
Tony Hawk's Downhill Jam,DS,Sports,Activision,Vicarious Visions,,0.22,0.2,,0,0.02,2006-10-24,
Pro Evolution Soccer 2011,Wii,Sports,Konami,Konami,,0.22,0.07,0.03,0.1,0.02,2010-11-02,
NCAA Basketball 09,X360,Sports,EA Sports,EA Canada,,0.22,0.2,,,0.02,2008-11-17,
NFL Quarterback Club 2002,PS2,Sports,Acclaim Entertainment,Acclaim Entertainment,,0.22,0.11,,0.08,0.03,2001-09-05,
Rugby 2004,PS2,Sports,EA Sports,HB Studios Multimedia,5,0.22,0.11,,0.08,0.03,2003-09-16,
NBA Live 15,XOne,Sports,Electronic Arts,EA Tiburon,,0.22,0.18,,0.02,0.02,2014-10-28,2018-05-30
Imagine: Detective,DS,Simulation,Ubisoft,Ubisoft Sao Paulo,,0.22,0.14,,0.01,0.06,2009-09-08,
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,Sports,Detn8 Games,Collision Studios,,0.22,0.21,,,0.02,2007-12-03,
NBA Street: Showdown,PSP,Sports,Electronic Arts,EA Sports,7.5,0.22,0.2,,0,0.02,2005-04-27,
Whirl Tour,PS2,Sports,VU Games,Papaya Studios,,0.22,0.11,,0.09,0.03,2002-11-25,
Lethal Skies Elite Pilot: Team SW,PS2,Simulation,Sammy Corporation,"Asmik Ace Entertainment, Inc.",,0.22,0.11,,0.08,0.03,2002-05-31,
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,Simulation,Xseed Games,Marvelous Entertainment,7,0.22,0.09,0.11,,0.01,2016-03-01,2018-05-30
Pinball Hall of Fame: The Williams Collection,PS3,Misc,Crave Entertainment,FarSight Studios,,0.22,0.2,,,0.02,2009-09-22,
MySims Party,Wii,Simulation,Electronic Arts,EA Redwood Shores,,0.22,0.17,,0.03,0.02,2009-03-10,
Armored Core V,X360,Simulation,Namco Bandai,From Software,,0.22,0.13,0.04,0.03,0.01,2012-03-20,
Over G Fighters,X360,Simulation,Ubisoft,Taito Corporation,5.1,0.22,0.19,,0.01,0.02,2006-06-27,
Petz Rescue: Endangered Paradise,DS,Adventure,Ubisoft,Phoenix Interactive Entertainment,,0.22,0.21,,0,0.02,2008-11-18,
Life Is Strange: Before the Storm,PS4,Adventure,Square Enix,Deck Nine,7.5,0.22,0.11,0.02,0.06,0.03,2018-03-06,2018-07-09
Last Window: The Secret of Cape West,DS,Adventure,Nintendo,"Cing, Inc",7.3,0.22,,0.09,0.12,0.01,2010-09-17,
Cloudy With a Chance of Meatballs,DS,Adventure,Ubisoft,Ubisoft Shanghai,,0.22,0.2,,0.01,0.02,2009-09-15,
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,Adventure,Tecmo,Tecmo,,0.22,,0.22,,,2007-10-11,
Afrika,PS3,Adventure,Natsume,Rhino Studios,6,0.22,0.12,0.08,0,0.01,2009-10-06,
Scooby-Doo! Mystery Mayhem,GC,Adventure,THQ,Artificial Mind and Movement,,0.22,0.17,,0.04,0.01,2004-03-02,
Herdy Gerdy,PS2,Adventure,Eidos Interactive,Core Design Ltd.,,0.22,0.11,,0.08,0.03,2002-03-04,
Kartia: The Word of Fate,PS,Strategy,Atlus,Atlus Co.,7.9,0.22,0.05,0.12,0.03,0.01,1998-07-31,
Dragon Ball: Origins (JP & incomplete US sales),DS,Adventure,Atari,Game Republik,,0.22,0.04,0.17,,0,2008-11-04,
Galactic Wrestling: Featuring Ultimate Muscle,PS2,Fighting,Bandai,Aki Corporation,7.3,0.22,0.03,0.17,0.02,0.01,2004-06-30,
ECW Hardcore Revolution,N64,Fighting,Acclaim Entertainment,Acclaim Entertainment,,0.22,0.18,,0.04,0,2000-01-31,
Tropico 3,X360,Strategy,Kalypso,Haemimont Games,7.7,0.22,0.15,0.03,0.02,0.01,2010-02-16,
Dai-2-Ji Super Robot Taisen OG,PS3,Strategy,Namco Bandai Games,TOSE,,0.22,,0.22,,,2012-11-29,2018-10-29
WipeOut 3 The Game,X360,Party,Activision,Behaviour Interactive,,0.22,0.2,,,0.02,2012-09-25,2018-03-16
WipeOut 3 The Game,3DS,Party,Activision,Behaviour Interactive,,0.22,0.19,,,0.02,2012-09-25,2018-03-16
Legion: The Legend of Excalibur,PS2,Action,Midway Games,7 Studios,,0.22,0.11,,0.09,0.03,2002-06-18,
Kung Fu Panda 2,DS,Action,THQ,THQ,,0.22,0.16,,0.05,0.02,2011-05-24,
Britney's Dance Beat,GBA,Misc,THQ,Art,6.3,0.22,0.15,,0.06,0,2002-03-25,
NCAA Football 2005,GC,Sports,EA Sports,EA Tiburon,,0.22,0.17,,0.04,0.01,2004-07-15,
Hamtaro: Ham-Ham Games,GBA,Sports,Nintendo,AlphaDream Corporation,7.5,0.22,0.16,,0.06,0,2004-07-27,
Tamagotchi no KiraKira Omisecchi,DS,Misc,Namco Bandai,Bandai Namco Games,,0.22,,0.22,,,2008-11-27,
Nickelodeon Party Blast,XB,Misc,Infogrames,Data Design Interactive,,0.22,0.16,,0.05,0.01,2002-10-30,
Rock Band Track Pack: Classic Rock,Wii,Misc,MTV Games,Harmonix Music Systems,,0.22,0.21,,,0.02,2009-05-19,
Rapala's Fishing Frenzy,Wii,Sports,Activision,FUN Labs,,0.22,0.2,,0,0.02,2008-09-02,
Barbie Super Sports,PS,Sports,Mattel Interactive,Unknown,,0.22,0.12,,0.08,0.01,1999-12-30,
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,Action,Namco Bandai,Bandai Namco Games,,0.22,,0.22,,,2011-10-20,
Def Jam: Fight for NY,GC,Action,Electronic Arts,Unknown,,0.22,0.17,,0.05,0.01,2004-09-20,
NBA Live 09 All-Play,Wii,Sports,EA Sports,EA Canada,,0.22,0.19,,0.02,0.02,2008-10-07,
NBA Jam Extreme,PS,Sports,Acclaim Entertainment,Sculptured Software,,0.22,0.12,,0.08,0.01,1996-10-31,
NHL Championship 2000,PS,Sports,Fox Interactive,Fox Interactive,,0.22,0.12,,0.08,0.01,1999-10-06,
All-Star Baseball 2002,GC,Sports,Acclaim Entertainment,Acclaim Entertainment,6.5,0.22,0.17,,0.04,0.01,2001-11-17,
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,Misc,Konami,Konami,,0.22,0.18,,0.03,0.02,2007-01-02,
Puss in Boots,Wii,Misc,THQ,THQ,,0.22,0.19,,0.02,0.02,2011-10-25,
NFL Quarterback Club 97,PS,Sports,Acclaim Entertainment,Iguana Entertaiment,,0.22,0.12,,0.08,0.01,1996-08-31,
Super Swing Golf,Wii,Sports,Tecmo,Ntreev Soft,,0.22,0.14,0.07,0.01,0.01,2006-12-12,
Big League Sports,X360,Sports,Activision,Activision,,0.22,0.18,,0.02,0.02,2011-11-08,
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,Sports,Sega,Sega,,0.22,,0.22,,,1995-05-26,
Summer Athletics: The Ultimate Challenge (Others sales),Wii,Sports,Conspiracy Entertainment,49Games,,0.22,,,0.2,0.01,2008-08-04,
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,Sports,Imagineer,Genki,,0.22,,0.22,,0,1996-12-20,
Child of Eden,PS3,Shooter,Ubisoft,Q Entertainment,7.7,0.22,0.09,,0.1,0.04,2011-09-27,
ShellShock: Nam '67,XB,Shooter,Eidos Interactive,Guerrilla Games,,0.22,0.16,,0.05,0.01,2004-09-14,2018-02-03
The Bureau: XCOM Declassified,X360,Shooter,2K Games,2K Marin,,0.22,0.1,,0.1,0.02,2013-08-20,2018-10-24
Zombie Army Trilogy,PS4,Shooter,Rebellion Developments,Rebellion Developments,,0.22,0.06,,0.13,0.03,2015-03-06,2018-05-30
Danganronpa Another Episode: Ultra Despair Girls,PSV,Shooter,NIS America,Spike Chunsoft,,0.22,0.06,0.12,0.01,0.02,2015-09-01,2018-01-03
Ben 10 Alien Force: Vilgax Attacks,X360,Action,D3 Publisher,Papaya Studio Corporation,,0.22,0.11,,0.09,0.02,2009-10-27,
Conflict: Vietnam,XB,Shooter,Global Star Software,Pivotal Games,,0.22,0.17,,0.05,0.01,2004-10-05,
Time Crisis: Crisis Zone,PS2,Shooter,Namco,Namco,,0.22,0.11,,0.09,0.03,2004-10-19,
Sailor Moon,SNES,Action,Bandai,Angel Studios,,0.22,,0.22,,0,1994-01-01,
Dino Stalker,PS2,Shooter,Capcom,Capcom,,0.22,0.07,0.08,0.06,0.02,2002-09-09,
Resident Evil: Revelations,WiiU,Shooter,Capcom,Capcom,7.5,0.22,0.09,0.03,0.08,0.02,2013-05-21,2018-03-16
Touch the Dead,DS,Shooter,Eidos Interactive,Dream On Studio,,0.22,0.2,,0,0.02,2007-05-16,
The Wolf Among Us,PS4,Adventure,Telltale Games,Telltale Games,,0.22,0.11,,0.07,0.04,2014-11-04,
CSI: Fatal Conspiracy,Wii,Adventure,Ubisoft,Telltale Games,,0.22,0.12,,0.08,0.02,2010-10-26,
Disney's Magical Quest Starring Mickey and Minnie,GBA,Action,Nintendo,Capcom,6.1,0.22,0.16,,0.06,0,2002-08-13,
Warriors  Orochi 4,PS4,Action,Koei Tecmo,Omega Force,,0.22,0.05,0.16,,0.01,2018-10-16,2018-11-11
Shrek Superslam,GC,Action,Activision,Shaba Games,,0.22,0.17,,0.04,0.01,2005-10-25,
Jackass the Game,PSP,Action,Red Mile Entertainment,Sidhe Interactive,5.6,0.22,0.09,,0.08,0.05,2007-09-27,
Naruto Shippuuden: Ninja Council 4,DS,Action,Tomy Corporation,Takara Tomy,,0.22,0.08,0.13,,0.01,2009-06-02,
Marvel Super Hero Squad: The Infinity Gauntlet,DS,Action,THQ,Griptonite Games,,0.22,0.17,,0.03,0.02,2010-11-16,
Bladestorm: Nightmare,PS4,Action,Tecmo Koei,Omega Force,,0.22,0.11,0.03,0.04,0.03,2015-03-03,2018-05-30
Aliens vs Predator: Requiem,PSP,Action,Sierra Entertainment,Rebellion Developments,,0.22,0.03,,0.12,0.07,2007-11-13,
Transformers: Dark of the Moon,3DS,Action,Activision,Behaviour Interactive Inc.,3,0.22,0.16,,0.04,0.02,2011-06-14,
From Russia With Love,GC,Action,Electronic Arts,EA Redwood Shores,7.3,0.22,0.17,,0.04,0.01,2005-11-15,
LEGO Harry Potter Collection,XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.22,0.14,,0.06,0.02,2018-10-30,2018-10-27
Crazy Climber,2600,Action,Atari,Atari,,0.22,0.21,,0.01,0,1982-01-01,
Deadpool,XOne,Action,Activision,High Moon Studios,,0.22,0.17,,0.03,0.02,2015-11-18,2018-01-22
The Suffering,XB,Action,Midway Games,Surreal Software,,0.22,0.16,,0.05,0.01,2004-03-09,
Mega Man 64,N64,Action,Capcom,Capcom,,0.22,0.14,0.05,0.03,0,2001-01-10,
Rampage 2: Universal Tour,N64,Action,Midway Games,Avalanche Software,,0.22,0.18,,0.04,0,1999-03-01,
Jackie Chan: Stuntmaster,PS,Action,Midway Games,Radical Entertainment,,0.22,0.12,,0.08,0.01,2000-01-31,
Gundam Battle Chronicle,PSP,Action,Namco Bandai,ArtDink,,0.22,,0.22,,,2007-10-04,
Danball Senki Boost,PSP,Action,Level 5,Level 5,,0.22,,0.22,,,2011-11-23,
G-Force,PS3,Action,Disney Interactive Studios,Eurocom Entertainment Software,7.4,0.22,0.13,,0.06,0.03,2009-07-21,
Sengoku Basara 3 Utage,PS3,Action,Capcom,Capcom,,0.22,,0.22,,,2011-11-10,
Dead by Daylight,PS4,Action,505 Games,Behaviour Interactive Inc.,,0.22,0.11,0.02,0.06,0.04,2017-06-20,2019-02-13
LEGO Harry Potter: Years 5-7,PC,Action,Warner Bros. Interactive,Traveller's Tales,,0.22,0.05,,0.15,0.03,2011-11-11,
Deadly Duck,2600,Shooter,20th Century Fox Video Games,20th Century Fox Video Games,,0.22,0.21,,0.01,0,1982-01-01,
The Lord of the Rings: The Third Age,GBA,Strategy,Electronic Arts,Griptonite Games,,0.22,0.16,,0.06,0,2004-11-02,
Just Dance 2016,PS3,Music,Ubisoft,Ubisoft Paris,,0.22,0.12,,0.06,0.04,2015-10-20,2018-04-05
Momotarou Dentetsu 15,PS2,Misc,Hudson Soft,Hudson Soft,,0.22,,0.22,,,2005-12-08,
Duel Masters: Kaijudo Showdown,GBA,Misc,Atari,Mistic Software,5.8,0.22,0.16,,0.06,0,2004-11-16,
Danny Phantom: The Ultimate Enemy,GBA,Action,THQ,Altron,7.5,0.22,0.16,,0.06,0,2005-09-08,
Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,Misc,Majesco,Majesco Games,,0.22,0.16,,0.06,0,2004-09-20,
Pass the Pigs,DS,Misc,THQ,Universomo,,0.22,0.2,,,0.02,2008-10-21,
Evolve,PC,Misc,2K Games,Unknown,,0.22,0.1,,0.1,0.02,2015-02-10,
Guitar Hero: Smash Hits,PS2,Misc,Activision,Vicarious Visions,6.9,0.22,0.11,,0.01,0.1,2009-06-16,
Hasbro Family Game Night,DS,Misc,Electronic Arts,EA Bright Light,,0.22,0.01,,0.19,0.02,2009-10-26,
KORG DS-10 Synthesizer,DS,Misc,Xseed Games,AQ Interactive,,0.22,0.19,,0.01,0.02,2008-11-04,
Disgaea D2,PS3,Misc,NIS America,Unknown,,0.22,0.09,0.1,0,0.02,2013-10-08,
Spartan: Total Warrior,PS2,Action,Sega,The Creative Assembly,7.2,0.22,0.11,,0.09,0.03,2005-10-25,
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,Misc,Acclaim Entertainment,n-Space,,0.22,0.17,,0.04,0.01,2003-02-14,
DanceDanceRevolution II,Wii,Misc,Konami,Konami,,0.22,0.21,,,0.02,2011-10-11,
American Idol,GBA,Misc,Codemasters,Mobius Entertainment,,0.22,0.15,,0.06,0,2003-11-18,
Sumikko Gurashi: Mura o Tsukurundesu,3DS,Misc,Nippon Columbia,Nippon Columbia,,0.22,,0.22,,,2016-07-21,2018-04-21
Kidz Bop Dance Party! The Video Game,Wii,Misc,D3 Publisher,Art Corporation,,0.22,0.2,,,0.02,2010-09-21,
Karaoke Revolution Glee 2: Road to Regionals,Wii,Misc,Konami,Blitz Games,,0.22,0.14,,0.06,0.02,2011-04-05,
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,Misc,Acclaim Entertainment,n-Space,,0.22,0.11,,0.08,0.03,2002-11-20,
J-League Winning Eleven 2008: Club Championship,PS2,Sports,Konami,Konami,,0.22,,0.22,,,2008-08-21,
EX Monopoly,GBA,Misc,Takara,Takara,,0.22,0.16,,0.06,0,2001-07-13,
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,Misc,Bandai,AI,,0.22,,0.22,,0,1997-12-19,
G.I. Joe: The Rise of Cobra,Wii,Action,Electronic Arts,Double Helix Games,4.8,0.22,0.17,,0.03,0.02,2009-08-04,
Code Name: S.T.E.A.M.,3DS,Strategy,Nintendo,Intelligent Systems,8,0.22,0.14,0.02,0.05,0.02,2015-03-13,2019-01-04
Age of Empires: The Age of Kings,DS,Strategy,Majesco,Backbone Entertainment,,0.22,0.18,,0.02,0.02,2006-02-14,
Worms: Battle Islands,Wii,Strategy,THQ,Team17 Software,,0.22,0.1,,0.1,0.02,2010-11-23,
Ben 10 Ultimate Alien: Cosmic Destruction,PS2,Platform,D3 Publisher,Papaya Studios,,0.22,0.13,,0.06,0.04,2010-10-05,
Yoshi Touch & Go (JP sales),DS,Platform,Nintendo,Nintendo EAD,,0.22,,0.22,,,2005-03-14,
All Star Karate,Wii,Action,THQ,THQ,,0.22,0.13,,0.07,0.02,2010-04-20,
Viewtiful Joe 2,GC,Action,Capcom,Clover Studio,,0.22,0.17,,0.04,0.01,2004-11-18,
Reactor,2600,Action,Parker Bros.,Parker Bros.,,0.22,0.21,,0.01,0,1982-01-01,
Attack on Titan 2,PS4,Action,Koei Tecmo,Omega Force,7.8,0.22,0.09,0.06,0.04,0.03,2018-03-20,2018-03-30
Harry Potter and the Deathly Hallows - Part 2,DS,Action,Electronic Arts,EA Bright Light,,0.22,0.1,,0.09,0.02,2011-07-12,
Outlast Trinity,PS4,Action,Warner Bros. Interactive Entertainment,Red Barrels,,0.22,0.09,,0.09,0.04,2017-04-25,
Deadly Creatures,Wii,Action,THQ,Rainbow Studios,6.9,0.22,0.08,,0.12,0.02,2009-02-09,
Samurai Jack: The Amulet of Time,GBA,Platform,BAM! Entertainment,Virtucraft,,0.22,0.16,,0.06,0,2003-03-30,
Super Lucky's Tale,XOne,Platform,Microsoft Studios,Playful Corp.,6.5,0.22,0.13,,0.07,0.02,2017-11-07,2018-01-18
Assault,2600,Action,Bomb,Bomb,,0.22,0.21,,0.01,0,1983-01-01,
Ford vs. Chevy,PS2,Racing,Global Star Software,2K Games,,0.22,0.11,,0.09,0.03,2005-11-09,
Bust-A-Move 4,PS,Puzzle,Natsume,Taito Corporation,7.8,0.22,0.12,,0.08,0.01,1998-10-31,
Tetris Worlds,GC,Puzzle,THQ,Radical Entertainment,4.6,0.22,0.17,,0.04,0.01,2002-06-23,
Ms. Pac-Man: Maze Madness,N64,Puzzle,Namco,Mass Media,,0.22,0.18,,0.04,0,2000-11-12,
NASCAR 2011: The Game,Wii,Racing,Activision,Eutechnyx,4.3,0.22,0.21,,,0.01,2011-05-24,
Kirby's Star Stacker,GB,Puzzle,Nintendo,HAL Laboratory,,0.22,,0.22,,,1997-01-24,
Hidden Mysteries: Buckingham Palace,DS,Puzzle,GameMill,Gunnar Games,,0.22,0.13,,0.07,0.02,2010-03-16,
Jewel Quest: Expeditions,DS,Puzzle,Activision,"iWin, Inc.",,0.22,0.03,,0.17,0.01,2007-09-18,
Star Wars: The Force Unleashed II,DS,Action,LucasArts,LucasArts,4,0.22,0.17,,0.03,0.02,2010-10-26,
Magna Carta: Tears of Blood,PS2,Role-Playing,Atlus,SoftMax,6.1,0.22,0.11,,0.08,0.03,2005-11-16,
PokÃ©mon Gold/PokÃ©mon Silver,3DS,Role-Playing,Nintendo,Game Freak,,0.22,,,0.21,0.01,2017-09-22,2018-08-03
Luminous Arc 2,DS,Role-Playing,Atlus,imageepoch Inc.,7.5,0.22,0.2,,0,0.02,2008-11-18,
Ragnarok DS,DS,Role-Playing,Xseed Games,GungHo Works,7,0.22,0.1,0.11,,0.01,2010-02-16,
Breath of Fire,GBA,Role-Playing,Capcom,Capcom,7.8,0.22,0.11,0.06,0.04,0,2001-12-13,
